"purchase_id","transaction","product_id","user_id","date","quantity","sale_price"
"41","BE4141","00000064","197704021735026235","1994-02-13 20:10:10","4","6.40"
"42","BE4141","00000045","197704021735026235","2012-12-17 07:59:21","8","4.50"
"43","BE4141","00000041","197704021735026235","1997-09-12 14:46:36","13","4.10"
"44","BE4141","00000047","197704021735026235","2007-10-23 09:40:42","4","4.70"
"45","BE4141","00000054","197704021735026235","2011-08-20 06:48:52","14","5.40"
"46","UH8251","00000041","199410120752128333","1994-06-26 20:49:26","13","4.10"
"47","UH8251","00000029","199410120752128333","1990-04-04 19:09:22","10","2.90"
"48","UH8251","00000055","199410120752128333","2003-04-20 09:01:42","1","5.50"
"49","UH8251","00000057","199410120752128333","1999-09-20 17:32:29","6","5.70"
"50","UH8251","00000047","199410120752128333","2012-03-16 18:38:12","4","4.70"
"51","UH8251","00000045","199410120752128333","2002-04-14 17:39:58","11","4.50"
"52","UH8251","00000015","199410120752128333","1996-03-12 10:53:26","4","1.50"
"53","UH8251","00000018","199410120752128333","1993-11-27 17:20:14","9","1.80"
"54","UH8251","00000015","199410120752128333","2001-12-27 07:10:08","16","1.50"
"55","UH8251","00000045","199410120752128333","2000-04-10 07:14:50","7","4.50"
"56","NA7254","00000060","199410120752128333","1993-12-06 11:47:09","20","6.00"
"57","NA7254","00000008","199410120752128333","1999-05-10 19:23:19","19","0.80"
"58","NA7254","00000036","199410120752128333","2000-09-07 20:56:34","19","3.60"
"59","NA7254","00000011","199410120752128333","2000-03-19 13:57:28","8","1.10"
"60","NA7254","00000008","199410120752128333","2000-07-12 09:41:25","7","0.80"
"61","NA7254","00000004","199410120752128333","2010-09-25 09:59:46","15","0.40"
"62","NA7254","00000027","199410120752128333","2000-12-08 12:33:12","11","2.70"
"63","NA7254","00000063","199410120752128333","2000-03-12 12:41:46","10","6.30"
"64","NA7254","00000007","199410120752128333","1997-11-09 22:19:39","2","0.70"
"65","NA7254","00000008","199410120752128333","1998-12-09 11:41:04","15","0.80"
"66","DB9841","00000039","199410120752128333","1994-01-16 16:16:58","20","3.90"
"67","DB9841","00000061","199410120752128333","2008-06-02 06:21:21","1","6.10"
"68","DB9841","00000043","199410120752128333","2014-02-22 11:02:05","13","4.30"
"69","DB9841","00000047","199410120752128333","1993-05-24 09:21:21","16","4.70"
"70","DB9841","00000034","199410120752128333","1999-05-03 16:19:05","12","3.40"
"71","DB9841","00000003","199410120752128333","2002-08-03 20:57:09","11","0.30"
"72","DB9841","00000063","199410120752128333","1995-04-09 10:22:55","20","6.30"
"73","NH7994","00000041","199410120752128333","1993-06-04 14:48:15","4","4.10"
"74","NH7994","00000008","199410120752128333","1997-09-05 20:20:15","15","0.80"
"75","NH7994","00000020","199410120752128333","1999-03-08 16:31:32","18","2.00"
"76","NH7994","00000058","199410120752128333","2001-10-12 18:38:06","8","5.80"
"77","NH7994","00000051","199410120752128333","2004-07-09 12:45:27","10","5.10"
"78","NH7994","00000006","199410120752128333","1994-08-26 14:53:37","16","0.60"
"79","NH7994","00000018","199410120752128333","2011-01-25 12:35:45","6","1.80"
"80","NH7994","00000004","199410120752128333","2004-08-23 09:45:10","20","0.40"
"81","NH7994","00000021","199410120752128333","2007-04-19 13:43:10","11","2.10"
"82","WU4379","00000044","199410120752128333","1991-03-27 21:13:49","6","4.40"
"83","WU4379","00000053","199410120752128333","2004-07-25 08:12:40","8","5.30"
"84","WU4379","00000062","199410120752128333","2010-05-08 14:37:55","20","6.20"
"85","WU4379","00000022","199410120752128333","1992-06-06 20:54:35","12","2.20"
"86","WU4379","00000064","199410120752128333","2008-06-25 22:19:10","16","6.40"
"87","SQ0266","00000020","197702100846360781","1999-10-04 18:05:39","7","2.00"
"88","SQ0266","00000001","197702100846360781","2005-08-03 07:51:58","20","0.10"
"89","SQ0266","00000029","197702100846360781","2003-12-06 06:50:10","7","2.90"
"90","SQ0266","00000001","197702100846360781","2013-03-20 15:15:35","18","0.10"
"91","SQ0266","00000042","197702100846360781","2000-01-11 14:40:41","11","4.20"
"92","SQ0266","00000018","197702100846360781","1998-08-10 09:35:20","14","1.80"
"93","SQ0266","00000008","197702100846360781","1997-11-05 08:59:29","3","0.80"
"94","SQ0266","00000061","197702100846360781","2007-10-15 22:25:23","12","6.10"
"95","SQ0266","00000055","197702100846360781","2000-12-10 07:38:50","7","5.50"
"96","SQ0266","00000030","197702100846360781","2007-03-01 06:51:09","6","3.00"
"97","SH4174","00000051","197702100846360781","2003-08-14 12:09:26","16","5.10"
"98","SH4174","00000035","197702100846360781","1990-08-27 22:57:01","12","3.50"
"99","SH4174","00000052","197702100846360781","1998-07-07 06:47:17","2","5.20"
"100","SH4174","00000043","197702100846360781","2000-05-10 17:46:04","10","4.30"
"101","SH4174","00000021","197702100846360781","2007-12-20 20:22:28","8","2.10"
"102","SH4174","00000025","197702100846360781","1992-04-10 06:19:55","17","2.50"
"103","SH4174","00000044","197702100846360781","2002-02-20 11:22:46","19","4.40"
"104","SH4174","00000051","197702100846360781","1992-04-14 20:21:56","4","5.10"
"105","SH4174","00000003","197702100846360781","2012-11-25 10:21:14","13","0.30"
"106","LN9669","00000055","197702100846360781","2012-04-15 12:25:14","14","5.50"
"107","LN9669","00000051","197702100846360781","2014-08-16 07:55:01","20","5.10"
"108","LN9669","00000018","197702100846360781","2013-03-09 20:03:10","2","1.80"
"109","LN9669","00000025","197702100846360781","1999-09-23 21:41:18","15","2.50"
"110","LN9669","00000038","197702100846360781","2005-04-28 06:29:40","16","3.80"
"111","LN9669","00000031","197702100846360781","1997-05-16 10:21:33","11","3.10"
"112","HS8237","00000050","197702100846360781","2014-03-05 12:57:57","6","5.00"
"113","HS8237","00000043","197702100846360781","1996-01-07 20:18:14","18","4.30"
"114","UX6787","00000014","197702100846360781","1990-10-13 12:22:58","14","1.40"
"115","UX6787","00000006","197702100846360781","2009-10-24 19:04:59","4","0.60"
"116","UX6787","00000002","197702100846360781","2013-06-19 09:30:54","2","0.20"
"117","UD9610","00000003","197702100846360781","2005-10-07 17:38:42","1","0.30"
"118","UD9610","00000044","197702100846360781","2007-01-14 14:54:15","12","4.40"
"119","UD9610","00000059","197702100846360781","2000-07-25 21:15:05","8","5.90"
"120","UD9610","00000011","197702100846360781","1993-03-09 07:47:21","15","1.10"
"121","UD9610","00000040","197702100846360781","2004-05-07 11:25:14","20","4.00"
"122","UD9610","00000007","197702100846360781","1997-06-17 09:41:10","3","0.70"
"123","UD9610","00000008","197702100846360781","2008-12-28 22:03:23","4","0.80"
"124","PM2870","00000053","197212221303239643","1990-12-12 13:13:42","17","5.30"
"125","PM2870","00000029","197212221303239643","2006-12-21 07:33:56","16","2.90"
"126","PM2870","00000047","197212221303239643","1991-11-13 06:54:27","2","4.70"
"127","PM2870","00000019","197212221303239643","2005-03-25 07:32:15","19","1.90"
"128","PM2870","00000037","197212221303239643","1995-04-28 13:02:50","18","3.70"
"129","RU6058","00000021","197212221303239643","2003-08-01 16:30:29","13","2.10"
"130","RU6058","00000027","197212221303239643","2013-09-20 15:56:35","13","2.70"
"131","RU6058","00000031","197212221303239643","2010-07-01 06:51:02","10","3.10"
"132","RU6058","00000058","197212221303239643","2011-05-16 16:56:22","20","5.80"
"133","RU6058","00000032","197212221303239643","2014-12-03 14:28:42","18","3.20"
"134","RU6058","00000027","197212221303239643","1999-08-28 11:11:37","16","2.70"
"135","RU6058","00000012","197212221303239643","2010-01-01 20:30:54","15","1.20"
"136","RU6058","00000055","197212221303239643","2002-05-22 20:17:16","17","5.50"
"137","RU6058","00000018","197212221303239643","1998-04-21 07:12:10","10","1.80"
"138","DU9629","00000039","199803140325318470","2013-12-12 22:57:16","10","3.90"
"139","DU9629","00000057","199803140325318470","2014-04-10 11:06:13","12","5.70"
"140","DU9629","00000023","199803140325318470","1990-11-20 11:36:46","11","2.30"
"141","DU9629","00000050","199803140325318470","1995-04-26 06:18:39","13","5.00"
"142","DU9629","00000017","199803140325318470","2004-01-07 15:19:42","8","1.70"
"143","DU9629","00000019","199803140325318470","1990-10-17 07:57:11","10","1.90"
"144","DU9629","00000001","199803140325318470","1991-03-10 17:56:53","9","0.10"
"145","DU9629","00000012","199803140325318470","1995-04-07 14:57:50","16","1.20"
"146","DU9629","00000035","199803140325318470","2012-12-02 09:41:28","10","3.50"
"147","DU9629","00000047","199803140325318470","1995-01-24 09:15:18","4","4.70"
"148","HM5310","00000027","199803140325318470","2000-05-17 16:39:48","3","2.70"
"149","HM5310","00000041","199803140325318470","2006-11-05 15:51:14","15","4.10"
"150","HM5310","00000037","199803140325318470","2007-03-08 21:17:07","3","3.70"
"151","HM5310","00000034","199803140325318470","1999-04-23 20:49:44","6","3.40"
"152","HM5310","00000016","199803140325318470","1992-11-25 18:41:59","8","1.60"
"153","HM5310","00000022","199803140325318470","2011-07-25 18:45:36","6","2.20"
"154","HM5310","00000030","199803140325318470","2010-07-11 07:40:28","13","3.00"
"155","HM5310","00000004","199803140325318470","2009-05-26 16:09:12","17","0.40"
"156","HM5310","00000015","199803140325318470","1991-09-27 18:40:19","2","1.50"
"157","HM5310","00000036","199803140325318470","2010-12-08 16:34:33","1","3.60"
"158","HM5310","00000026","199803140325318470","1992-05-14 19:52:05","17","2.60"
"159","HM5310","00000042","199803140325318470","2001-10-07 16:57:04","17","4.20"
"160","AT7850","00000028","199803140325318470","1992-11-28 22:50:15","11","2.80"
"161","AT7850","00000027","199803140325318470","2010-07-23 21:58:16","14","2.70"
"162","AT7850","00000055","199803140325318470","1998-07-14 19:17:42","9","5.50"
"163","AT7850","00000016","199803140325318470","2009-04-08 14:03:03","19","1.60"
"164","AT7850","00000009","199803140325318470","2012-11-03 18:09:37","4","0.90"
"165","AT7850","00000062","199803140325318470","1994-12-25 08:14:33","20","6.20"
"166","AT7850","00000037","199803140325318470","1992-06-11 12:11:47","13","3.70"
"167","AT7850","00000062","199803140325318470","1991-11-13 07:55:23","5","6.20"
"168","AT7850","00000054","199803140325318470","1997-04-17 13:54:44","8","5.40"
"169","AT7850","00000006","199803140325318470","2007-03-07 21:47:13","10","0.60"
"170","WR8663","00000056","199803140325318470","2006-11-23 18:44:15","16","5.60"
"171","WR8663","00000043","199803140325318470","2005-01-14 21:19:04","7","4.30"
"172","WR8663","00000015","199803140325318470","2010-09-09 14:57:32","9","1.50"
"173","TT9250","00000029","199803140325318470","2009-11-09 13:43:06","4","2.90"
"174","TT9250","00000030","199803140325318470","1998-12-03 22:57:35","18","3.00"
"175","TT9250","00000018","199803140325318470","2005-03-14 13:57:48","19","1.80"
"176","TT9250","00000060","199803140325318470","1998-05-19 07:18:18","11","6.00"
"177","TT9250","00000006","199803140325318470","1993-11-16 21:56:42","7","0.60"
"178","TT9250","00000018","199803140325318470","2006-06-08 16:02:09","18","1.80"
"179","TT9250","00000044","199803140325318470","1999-05-03 11:11:03","6","4.40"
"180","TT9250","00000034","199803140325318470","2000-12-18 18:13:09","17","3.40"
"181","ZI2524","00000004","197007141820530647","2004-03-20 06:27:20","2","0.40"
"182","ZI2524","00000039","197007141820530647","1995-09-28 16:49:18","16","3.90"
"183","ZI2524","00000057","197007141820530647","2003-04-08 14:54:59","14","5.70"
"184","ZI2524","00000005","197007141820530647","2010-01-02 08:19:58","4","0.50"
"185","ZI2524","00000059","197007141820530647","1994-11-27 16:14:01","4","5.90"
"186","ZI2524","00000030","197007141820530647","2008-02-02 15:28:49","9","3.00"
"187","ZI2524","00000002","197007141820530647","1993-09-15 06:43:12","3","0.20"
"188","ZI2524","00000034","197007141820530647","1996-02-19 15:08:51","9","3.40"
"189","ZI2524","00000019","197007141820530647","2009-05-26 06:24:06","9","1.90"
"190","ZI2524","00000009","197007141820530647","1996-06-20 18:19:08","15","0.90"
"191","ZI2524","00000030","197007141820530647","2011-03-14 15:26:36","2","3.00"
"192","ZI2524","00000044","197007141820530647","2008-09-07 20:37:40","4","4.40"
"193","JB0516","00000029","197007141820530647","1993-10-16 12:20:16","3","2.90"
"194","JB0516","00000042","197007141820530647","1999-11-03 09:06:35","16","4.20"
"195","JB0516","00000034","197007141820530647","1994-11-06 21:37:24","16","3.40"
"196","JB0516","00000015","197007141820530647","1991-12-17 07:01:58","12","1.50"
"197","JB0516","00000010","197007141820530647","2010-02-16 08:23:39","16","1.00"
"198","TM8712","00000039","197007141820530647","2001-10-03 16:37:18","12","3.90"
"199","TM8712","00000016","197007141820530647","2007-05-13 18:19:04","18","1.60"
"200","TM8712","00000021","197007141820530647","1990-05-13 20:32:59","20","2.10"
"201","TM8712","00000059","197007141820530647","2006-10-19 08:38:38","15","5.90"
"202","TM8712","00000006","197007141820530647","1999-11-21 06:08:17","6","0.60"
"203","TM8712","00000054","197007141820530647","2005-09-17 21:46:27","5","5.40"
"204","TM8712","00000053","197007141820530647","2011-09-19 12:41:39","6","5.30"
"205","TM8712","00000022","197007141820530647","2000-12-14 06:35:13","3","2.20"
"206","TM8712","00000004","197007141820530647","2010-01-06 07:16:01","15","0.40"
"207","TM8712","00000064","197007141820530647","2004-08-22 06:53:34","18","6.40"
"208","TM8712","00000039","197007141820530647","1995-04-08 20:34:37","6","3.90"
"209","CI1065","00000029","197702261013157851","1992-05-08 07:33:23","8","2.90"
"210","CI1065","00000036","197702261013157851","1992-05-04 19:07:10","14","3.60"
"211","CI1065","00000045","197702261013157851","1991-04-26 11:32:47","18","4.50"
"212","CI1065","00000011","197702261013157851","1991-05-08 12:30:34","17","1.10"
"213","PY1055","00000031","197702261013157851","2002-01-01 16:26:10","8","3.10"
"214","PY1055","00000035","197702261013157851","1998-01-07 12:18:08","14","3.50"
"215","PY1055","00000054","197702261013157851","2013-07-28 06:58:15","8","5.40"
"216","PY1055","00000032","197702261013157851","2010-03-03 18:20:46","5","3.20"
"217","PY1055","00000054","197702261013157851","2011-03-12 10:24:47","17","5.40"
"218","PY1055","00000048","197702261013157851","2010-01-03 07:10:47","19","4.80"
"219","PY1055","00000006","197702261013157851","1999-11-03 11:10:29","17","0.60"
"220","PY1055","00000063","197702261013157851","2007-11-20 06:40:53","18","6.30"
"221","PY1055","00000034","197702261013157851","1993-04-22 14:04:35","6","3.40"
"222","WP3503","00000050","197702261013157851","1993-11-24 14:49:55","17","5.00"
"223","WP3503","00000064","197702261013157851","2000-08-27 07:33:38","4","6.40"
"224","WP3503","00000014","197702261013157851","2003-01-21 17:18:30","4","1.40"
"225","WP3503","00000024","197702261013157851","1992-06-07 17:47:14","10","2.40"
"226","WP3503","00000061","197702261013157851","1993-04-13 22:13:17","19","6.10"
"227","WP3503","00000041","197702261013157851","2013-11-21 14:31:53","14","4.10"
"228","WP3503","00000004","197702261013157851","2012-05-20 09:53:54","12","0.40"
"229","WP3503","00000064","197702261013157851","1998-11-19 08:04:08","2","6.40"
"230","WP3503","00000013","197702261013157851","2000-07-05 16:47:06","6","1.30"
"231","WP3503","00000047","197702261013157851","2014-12-06 14:53:52","11","4.70"
"232","WP3503","00000053","197702261013157851","1996-04-01 08:10:37","3","5.30"
"233","WP3503","00000033","197702261013157851","2001-10-18 14:56:42","14","3.30"
"234","JF8517","00000062","197702261013157851","1995-09-26 09:53:26","3","6.20"
"235","JF8517","00000050","197702261013157851","2014-12-01 10:56:12","9","5.00"
"236","JF8517","00000036","197702261013157851","1998-11-28 08:33:30","2","3.60"
"237","JF8517","00000017","197702261013157851","1995-06-14 06:26:28","1","1.70"
"238","JF8517","00000044","197702261013157851","1994-12-26 07:21:02","17","4.40"
"239","JF8517","00000022","197702261013157851","2013-11-16 20:04:58","9","2.20"
"240","JF8517","00000027","197702261013157851","2011-06-16 13:56:39","14","2.70"
"241","JF8517","00000009","197702261013157851","1992-02-06 15:37:12","5","0.90"
"242","JF8517","00000052","197702261013157851","1992-02-24 14:09:41","17","5.20"
"243","JF8517","00000006","197702261013157851","2003-05-28 16:21:24","20","0.60"
"244","JF8517","00000015","197702261013157851","2010-07-19 19:13:20","19","1.50"
"245","MC8760","00000019","197011250251376581","1992-11-12 09:44:52","8","1.90"
"246","MC8760","00000028","197011250251376581","2007-06-28 06:27:34","8","2.80"
"247","WO6134","00000008","197011250251376581","1996-06-10 16:21:40","2","0.80"
"248","WO6134","00000030","197011250251376581","2003-03-21 16:05:08","18","3.00"
"249","WO6134","00000054","197011250251376581","1990-04-07 17:44:13","15","5.40"
"250","WO6134","00000012","197011250251376581","2009-02-01 11:45:42","10","1.20"
"251","WO6134","00000001","197011250251376581","1993-10-17 14:28:40","20","0.10"
"252","WO6134","00000001","197011250251376581","2011-09-19 21:49:32","15","0.10"
"253","WO6134","00000054","197011250251376581","2009-12-15 14:12:15","14","5.40"
"254","WO6134","00000064","197011250251376581","1999-09-09 08:26:46","3","6.40"
"255","WO6134","00000038","197011250251376581","2004-09-03 06:24:04","1","3.80"
"256","TS1655","00000015","199801181911059343","2012-05-01 21:52:31","2","1.50"
"257","TS1655","00000008","199801181911059343","1995-01-14 22:22:37","8","0.80"
"258","TS1655","00000009","199801181911059343","2008-12-20 14:03:44","18","0.90"
"259","TS1655","00000007","199801181911059343","2009-02-24 14:17:24","14","0.70"
"260","TS1655","00000012","199801181911059343","2009-09-02 16:14:10","16","1.20"
"261","TS1655","00000029","199801181911059343","1995-04-11 15:53:45","15","2.90"
"262","TS1655","00000042","199801181911059343","2007-06-03 19:10:58","18","4.20"
"263","YB7063","00000023","199801181911059343","1992-02-15 20:48:36","11","2.30"
"264","YB7063","00000003","199801181911059343","2008-04-14 22:32:52","11","0.30"
"265","YB7063","00000028","199801181911059343","2005-04-02 11:41:11","3","2.80"
"266","YB7063","00000056","199801181911059343","1993-12-23 09:41:13","12","5.60"
"267","YB7063","00000051","199801181911059343","1998-02-19 08:41:10","4","5.10"
"268","YB7063","00000029","199801181911059343","2000-08-12 22:31:57","8","2.90"
"269","FL4812","00000041","198908221510154061","2004-10-22 15:34:59","6","4.10"
"270","FL4812","00000052","198908221510154061","2003-01-04 16:41:15","7","5.20"
"271","FL4812","00000055","198908221510154061","2000-10-08 07:11:15","12","5.50"
"272","FL4812","00000010","198908221510154061","2005-09-11 07:12:17","15","1.00"
"273","FL4812","00000052","198908221510154061","1991-06-11 16:29:37","9","5.20"
"274","FL4812","00000003","198908221510154061","2006-07-20 11:48:02","4","0.30"
"275","FL4812","00000015","198908221510154061","2009-06-09 22:42:52","3","1.50"
"276","FL4812","00000023","198908221510154061","2004-06-13 19:47:11","12","2.30"
"277","FL4812","00000055","198908221510154061","2006-12-14 08:32:54","4","5.50"
"278","FL4812","00000014","198908221510154061","2001-11-16 10:54:44","10","1.40"
"279","FL4812","00000046","198908221510154061","1995-10-20 21:37:48","5","4.60"
"280","FL4812","00000013","198908221510154061","1997-09-28 07:51:32","19","1.30"
"281","MK6874","00000020","198602141714221900","2012-03-22 19:45:01","14","2.00"
"282","MM3698","00000015","198602141714221900","1991-08-24 20:51:03","4","1.50"
"283","MM3698","00000035","198602141714221900","1990-03-12 15:10:55","1","3.50"
"284","MM3698","00000037","198602141714221900","2005-01-25 14:14:37","6","3.70"
"285","MM3698","00000064","198602141714221900","2005-12-14 07:18:11","7","6.40"
"286","MM3698","00000024","198602141714221900","2009-02-06 16:12:22","4","2.40"
"287","MM3698","00000014","198602141714221900","2005-07-22 18:28:47","7","1.40"
"288","MM3698","00000006","198602141714221900","2010-03-17 06:48:50","1","0.60"
"289","MM3698","00000028","198602141714221900","2009-06-15 07:39:49","9","2.80"
"290","MM3698","00000028","198602141714221900","2014-08-02 08:02:13","8","2.80"
"291","QT1384","00000015","198602141714221900","2013-09-09 18:53:53","16","1.50"
"292","QT1384","00000046","198602141714221900","2008-10-04 14:15:37","13","4.60"
"293","QT1384","00000059","198602141714221900","2000-01-10 12:41:23","12","5.90"
"294","QT1384","00000046","198602141714221900","2004-12-10 11:05:42","12","4.60"
"295","KX7207","00000051","198602141714221900","2001-12-15 09:07:03","10","5.10"
"296","KX7207","00000048","198602141714221900","2005-05-05 17:42:35","8","4.80"
"297","KX7207","00000006","198602141714221900","1993-01-19 07:24:01","4","0.60"
"298","KX7207","00000008","198602141714221900","2004-02-15 13:52:50","5","0.80"
"299","VT5812","00000053","198408281128505662","1991-09-13 13:51:08","3","5.30"
"300","VT5812","00000029","198408281128505662","2002-03-17 15:53:40","20","2.90"
"301","VT5812","00000059","198408281128505662","2010-02-14 22:37:56","18","5.90"
"302","VT5812","00000030","198408281128505662","1994-03-08 22:47:14","16","3.00"
"303","VT5812","00000056","198408281128505662","2012-03-08 19:19:25","5","5.60"
"304","VT5812","00000053","198408281128505662","2005-10-11 14:28:22","9","5.30"
"305","VT5812","00000019","198408281128505662","2001-11-08 06:50:08","11","1.90"
"306","VT5812","00000002","198408281128505662","1998-10-28 08:02:44","20","0.20"
"307","VT5812","00000062","198408281128505662","2013-04-21 10:41:56","2","6.20"
"308","VT5812","00000021","198408281128505662","2008-06-24 09:48:15","10","2.10"
"309","VT5812","00000017","198408281128505662","1993-10-09 22:54:49","1","1.70"
"310","VT5812","00000017","198408281128505662","2005-12-11 16:44:22","12","1.70"
"311","RQ3023","00000021","198408281128505662","1995-12-18 22:27:28","4","2.10"
"312","RQ3023","00000017","198408281128505662","2007-09-15 20:26:49","18","1.70"
"313","RQ3023","00000023","198408281128505662","2005-11-17 10:52:58","18","2.30"
"314","RQ3023","00000039","198408281128505662","1998-06-08 22:46:11","6","3.90"
"315","RQ3023","00000001","198408281128505662","1994-12-28 16:23:10","18","0.10"
"316","RQ3023","00000007","198408281128505662","2010-05-27 10:12:49","13","0.70"
"317","RQ3023","00000055","198408281128505662","2007-03-03 15:11:58","3","5.50"
"318","RQ3023","00000035","198408281128505662","2001-05-15 09:35:47","5","3.50"
"319","RQ3023","00000050","198408281128505662","2007-03-11 07:23:16","4","5.00"
"320","RQ3023","00000014","198408281128505662","2005-02-14 20:57:06","14","1.40"
"321","RQ3023","00000042","198408281128505662","1997-09-06 14:43:21","1","4.20"
"322","RQ3023","00000011","198408281128505662","2008-07-11 11:18:36","3","1.10"
"323","AV4975","00000013","198408281128505662","2008-04-12 12:26:52","5","1.30"
"324","AV4975","00000026","198408281128505662","2014-11-02 10:38:15","16","2.60"
"325","PT5157","00000018","198006070529500371","2012-09-16 14:47:35","7","1.80"
"326","PT5157","00000019","198006070529500371","2007-06-02 22:54:26","9","1.90"
"327","PT5157","00000051","198006070529500371","2006-10-22 15:52:02","4","5.10"
"328","PT5157","00000008","198006070529500371","2009-07-20 15:03:02","16","0.80"
"329","YS3675","00000033","198006070529500371","2013-09-22 17:15:49","13","3.30"
"330","YS3675","00000010","198006070529500371","1996-01-26 21:54:40","10","1.00"
"331","YS3675","00000051","198006070529500371","2007-08-25 14:10:34","1","5.10"
"332","YS3675","00000014","198006070529500371","2004-10-04 10:11:34","16","1.40"
"333","YS3675","00000009","198006070529500371","1997-07-22 15:24:25","14","0.90"
"334","YS3675","00000043","198006070529500371","2002-08-17 12:17:02","4","4.30"
"335","ZR0399","00000054","198006070529500371","2005-06-01 09:17:10","10","5.40"
"336","ZR0399","00000030","198006070529500371","2008-04-17 06:51:22","13","3.00"
"337","ZR0399","00000017","198006070529500371","2009-04-26 10:54:29","14","1.70"
"338","ZR0399","00000012","198006070529500371","2002-10-05 09:52:37","1","1.20"
"339","ZR0399","00000032","198006070529500371","1992-01-20 12:12:11","17","3.20"
"340","ZR0399","00000061","198006070529500371","2001-05-28 11:47:35","12","6.10"
"341","XM8629","00000063","199112280732459446","2003-12-14 12:09:39","5","6.30"
"342","XM8629","00000050","199112280732459446","2006-09-24 17:24:13","18","5.00"
"343","XM8629","00000038","199112280732459446","1990-10-02 13:47:21","5","3.80"
"344","XM8629","00000026","199112280732459446","2012-10-08 12:40:05","7","2.60"
"345","XM8629","00000014","199112280732459446","1991-10-17 09:28:49","19","1.40"
"346","XM8629","00000008","199112280732459446","2003-10-23 22:59:40","11","0.80"
"347","XM8629","00000002","199112280732459446","2001-07-14 10:55:42","14","0.20"
"348","XM8629","00000055","199112280732459446","2002-12-07 09:59:34","8","5.50"
"349","XM8629","00000003","199112280732459446","1999-12-07 20:46:10","20","0.30"
"350","XM8629","00000021","199112280732459446","2013-10-08 22:26:47","20","2.10"
"351","XI4313","00000017","199112280732459446","1993-10-03 16:44:19","17","1.70"
"352","XI4313","00000048","199112280732459446","2012-03-22 10:10:59","3","4.80"
"353","YE1023","00000008","199112280732459446","2011-07-02 10:18:02","4","0.80"
"354","YE1023","00000042","199112280732459446","2001-05-25 15:09:59","5","4.20"
"355","YE1023","00000058","199112280732459446","1997-01-17 09:13:22","10","5.80"
"356","YE1023","00000025","199112280732459446","1998-08-09 14:42:34","13","2.50"
